Agent_ID,Business_Name,Provider,State,Geo_Zone,LGA,Business_Category,Agent_Tier,KYC_Level,Terminal_Type,Registration_Date,Years_in_Business,Risk_Score,Average_Daily_Customers,Latitude,Longitude
AG001010,Ekwueme Inc,OPay,Lagos,South West,Lagos Zone 14,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2023-06-07,1.6,47.8,28,6.548859,3.320211
AG001011,Obi Group,Moniepoint,Lagos,South West,Lagos Zone 15,Provision Store,Platinum,Tier 3,Android POS,2020-04-15,4.7,85.1,189,6.524026,3.34467
AG001012,Okonkwo-Ojo,Paga,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Silver,Tier 2,Android POS,2024-10-20,0.2,79.8,64,6.514733,3.42404
AG001013,Eze Ltd,Paga,Lagos,South West,Lagos West,Restaurant,Bronze,Tier 1,Traditional POS,2021-07-04,3.5,93.7,27,6.507642,3.370661
AG001014,Obi-Balogun,Moniepoint,Lagos,South West,Lagos Zone 11,Market Stall,Bronze,Tier 3,Android POS,2021-11-15,3.1,12.3,22,6.450288,3.436783
AG001015,Nnamani LLC,PalmPay,Lagos,South West,Lagos Zone 13,Standalone POS Kiosk,Silver,Tier 1,Traditional POS,2019-06-20,5.5,10.3,59,6.506046,3.466757
AG001016,Nnamani Ltd,Paga,Lagos,South West,Lagos Zone 12,Supermarket,Bronze,Tier 3,Android POS,2023-10-11,1.2,79.6,24,6.444519,3.453707
AG001017,"Obi, Adeyemi and Adetokunbo",Moniepoint,Lagos,South West,Lagos Zone 18,Supermarket,Silver,Tier 1,Android POS,2019-03-11,5.8,73.5,44,6.440213,3.414715
AG001018,"Uche, Okafor and Ojo",OPay,Lagos,South West,Lagos Zone 11,Provision Store,Bronze,Tier 3,Android POS,2020-09-17,4.3,54.2,27,6.517844,3.350323
AG001019,"Olawale, Chukwu and Okonkwo",FirstMonie,Lagos,South West,Lagos Zone 15,Mobile Agent,Bronze,Tier 2,mPOS,2019-05-17,5.6,53.9,21,6.588462,3.356353
AG001020,Oshodi Inc,Moniepoint,Lagos,South West,Lagos Market,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2023-01-16,2.0,39.3,22,6.561059,3.448107
AG001021,Obasanjo and Sons,PalmPay,Lagos,South West,Lagos Rural,Standalone POS Kiosk,Bronze,Tier 3,mPOS,2019-08-01,5.4,15.0,37,6.545427,3.389144
AG001022,"Ekwueme, Okonkwo and Okonkwo",Moniepoint,Lagos,South West,Lagos East,Mobile Agent,Silver,Tier 1,mPOS,2018-07-27,6.4,16.3,67,6.577508,3.363024
AG001023,"Ogunleye, Chukwu and Ojo",Paga,Lagos,South West,Lagos Industrial,Provision Store,Gold,Tier 2,Traditional POS,2022-04-23,2.7,45.6,93,6.593267,3.395656
AG001024,"Eze, Oshodi and Olawale",Paga,Lagos,South West,Lagos Zone 20,Supermarket,Platinum,Tier 3,Android POS,2022-09-09,2.3,70.2,102,6.552924,3.428921
AG001025,Adetokunbo Inc,Paga,Lagos,South West,Lagos Rural,Supermarket,Silver,Tier 3,Traditional POS,2019-10-17,5.2,83.3,39,6.497829,3.445404
AG001026,"Chukwu, Chukwu and Ogunleye",OPay,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2024-06-24,0.5,72.9,26,6.502948,3.293961
AG001027,Uche-Eze,FirstMonie,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2020-02-17,4.9,66.2,31,6.53601,3.377092
AG001028,Eze-Eze,FirstMonie,Lagos,South West,Lagos Metro,Market Stall,Bronze,Tier 3,Traditional POS,2023-08-03,1.4,64.7,28,6.497326,3.3741
AG001029,Ibrahim PLC,Moniepoint,Lagos,South West,Lagos Zone 17,Pharmacy,Gold,Tier 2,mPOS,2023-03-28,1.8,83.6,76,6.474453,3.382831
AG001030,Oyekan Ltd,FirstMonie,Lagos,South West,Lagos Zone 16,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-06-17,3.5,80.3,36,6.587281,3.352527
AG001031,Ekwueme LLC,Moniepoint,Lagos,South West,Lagos Zone 16,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2018-04-05,6.7,23.6,26,6.541098,3.34591
AG001032,"Abiola, Eze and Ojo",OPay,Lagos,South West,Lagos South,Market Stall,Bronze,Tier 1,Traditional POS,2022-05-30,2.6,29.7,34,6.51994,3.459715
AG001033,"Ekwueme, Abiola and Olawale",Moniepoint,Lagos,South West,Lagos Zone 17,Provision Store,Bronze,Tier 3,mPOS,2023-02-16,1.9,33.8,31,6.541726,3.452074
AG001034,Eze Inc,Moniepoint,Lagos,South West,Lagos Rural,Provision Store,Silver,Tier 2,mPOS,2020-05-31,4.6,78.9,39,6.60761,3.355397
AG001035,"Adetokunbo, Nnamani and Ojo",Moniepoint,Lagos,South West,Lagos Zone 19,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-12-16,3.0,11.7,34,6.432253,3.406072
AG001036,Eze-Okafor,PalmPay,Lagos,South West,Lagos North,Provision Store,Platinum,Tier 2,mPOS,2018-07-27,6.4,94.9,173,6.585059,3.405845
AG001037,Olawale-Okafor,Moniepoint,Lagos,South West,Lagos Industrial,Provision Store,Gold,Tier 2,mPOS,2023-07-21,1.5,26.0,81,6.503728,3.344131
AG001038,"Oyekan, Oyekan and Oyekan",PalmPay,Lagos,South West,Lagos Zone 20,Supermarket,Silver,Tier 2,Android POS,2023-04-12,1.7,26.3,44,6.435997,3.380177
AG001039,Okonkwo-Uche,Moniepoint,Lagos,South West,Lagos Industrial,Provision Store,Platinum,Tier 1,Traditional POS,2024-01-08,1.0,30.2,199,6.458777,3.452625
AG001040,Ibrahim PLC,Moniepoint,Lagos,South West,Lagos Central,Standalone POS Kiosk,Gold,Tier 2,Android POS,2019-03-17,5.8,88.4,100,6.523725,3.323863
AG001041,"Abiola, Adetokunbo and Uche",OPay,Lagos,South West,Lagos Zone 14,Provision Store,Bronze,Tier 1,Traditional POS,2019-07-03,5.5,82.1,35,6.440621,3.396849
AG001042,"Adeyemi, Okafor and Oshodi",PalmPay,Lagos,South West,Lagos Market,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2022-02-07,2.9,67.6,23,6.482606,3.324406
AG001043,Chukwu-Okafor,Moniepoint,Lagos,South West,Lagos Zone 13,Restaurant,Bronze,Tier 2,Traditional POS,2022-02-07,2.9,22.3,16,6.599085,3.351031
AG001044,Oyekan-Olawale,OPay,Lagos,South West,Lagos North,Fuel Station,Bronze,Tier 2,Android POS,2022-06-29,2.5,47.8,30,6.613762,3.3575
AG001045,"Okonkwo, Nnamani and Ogunleye",FirstMonie,Lagos,South West,Lagos North,Pharmacy,Silver,Tier 3,Android POS,2024-05-24,0.6,32.7,48,6.431065,3.383555
AG001046,Adetokunbo PLC,OPay,Lagos,South West,Lagos Zone 18,Fuel Station,Gold,Tier 2,Android POS,2020-03-08,4.8,50.7,79,6.545818,3.398791
AG001047,Nnamani-Akinwale,Moniepoint,Lagos,South West,Lagos Zone 12,Provision Store,Gold,Tier 2,Android POS,2024-03-16,0.8,43.9,71,6.544755,3.312019
AG001048,"Obi, Oshodi and Olawale",Moniepoint,Lagos,South West,Lagos Industrial,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2018-10-29,6.2,14.9,32,6.48641,3.343699
AG001049,Obasanjo Inc,FirstMonie,Lagos,South West,Lagos Zone 13,Standalone POS Kiosk,Platinum,Tier 1,Android POS,2023-08-28,1.3,31.6,180,6.566742,3.465452
AG001050,Balogun and Sons,Moniepoint,Lagos,South West,Lagos Zone 15,Pharmacy,Silver,Tier 3,mPOS,2024-03-02,0.8,57.1,59,6.620576,3.331548
AG001051,Adeyemi Group,FirstMonie,Lagos,South West,Lagos Market,Standalone POS Kiosk,Gold,Tier 3,Android POS,2024-12-27,0.0,25.3,111,6.520089,3.323982
AG001052,"Uche, Ibrahim and Ojo",OPay,Lagos,South West,Lagos Zone 20,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2019-05-02,5.7,94.4,27,6.501955,3.358894
AG001053,Adetokunbo-Olawale,Paga,Lagos,South West,Lagos West,Provision Store,Bronze,Tier 2,Android POS,2019-02-01,5.9,88.0,23,6.578126,3.340028
AG001054,"Akinwale, Akinwale and Oyekan",PalmPay,Lagos,South West,Lagos Zone 13,Electronics Shop,Gold,Tier 2,Android POS,2022-03-09,2.8,89.2,123,6.593973,3.368588
AG001055,Balogun Inc,Paga,Lagos,South West,Lagos Zone 11,Market Stall,Gold,Tier 2,Android POS,2024-04-03,0.7,13.4,115,6.546648,3.425646
AG001056,Olawale-Ibrahim,OPay,Lagos,South West,Lagos Zone 12,Mobile Agent,Silver,Tier 1,mPOS,2019-08-14,5.4,78.3,57,6.554862,3.362607
AG001057,Eze PLC,PalmPay,Lagos,South West,Lagos Urban,Fuel Station,Gold,Tier 2,Android POS,2024-10-03,0.2,76.3,62,6.548527,3.393971
AG001058,Adetokunbo-Obasanjo,OPay,Lagos,South West,Lagos Zone 17,Electronics Shop,Bronze,Tier 3,Traditional POS,2022-07-03,2.5,16.7,29,6.595598,3.449888
AG001059,"Olawale, Uche and Ojo",OPay,Lagos,South West,Lagos Zone 17,Provision Store,Platinum,Tier 2,Traditional POS,2018-06-14,6.6,62.1,161,6.591179,3.377667
AG001060,"Okafor, Adeyemi and Okafor",OPay,Lagos,South West,Lagos North,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2018-06-09,6.6,15.0,34,6.483933,3.327914
AG001061,Ojo Inc,FirstMonie,Lagos,South West,Lagos West,Provision Store,Silver,Tier 2,Android POS,2021-09-26,3.3,35.3,54,6.471028,3.36033
AG001062,Oyekan-Oyekan,Paga,Lagos,South West,Lagos Zone 16,Pharmacy,Gold,Tier 1,Android POS,2023-10-29,1.2,92.7,92,6.484614,3.466525
AG001063,Uche Ltd,PalmPay,Lagos,South West,Lagos Zone 15,Fuel Station,Silver,Tier 3,Android POS,2019-09-03,5.3,88.4,52,6.522837,3.314851
AG001064,"Obi, Chukwu and Okonkwo",OPay,Lagos,South West,Lagos Zone 20,Market Stall,Gold,Tier 3,mPOS,2023-10-13,1.2,94.8,101,6.556245,3.355444
AG001065,"Eze, Okonkwo and Obi",OPay,Lagos,South West,Lagos West,Standalone POS Kiosk,Gold,Tier 1,mPOS,2021-09-05,3.3,5.4,105,6.504732,3.377771
AG001066,Nnamani-Ibrahim,PalmPay,Lagos,South West,Lagos Zone 20,Pharmacy,Bronze,Tier 2,Android POS,2021-07-28,3.4,19.6,25,6.464502,3.357871
AG001067,"Balogun, Obi and Nnamani",Moniepoint,Lagos,South West,Lagos Metro,Provision Store,Gold,Tier 1,Android POS,2022-05-29,2.6,88.2,103,6.504168,3.353883
AG001068,Balogun Ltd,Moniepoint,Lagos,South West,Lagos Zone 20,Supermarket,Bronze,Tier 3,mPOS,2021-05-10,3.6,16.8,33,6.529788,3.366705
AG001069,Okonkwo LLC,OPay,Lagos,South West,Lagos Zone 19,Restaurant,Gold,Tier 2,mPOS,2021-10-09,3.2,92.1,108,6.525555,3.355976
AG001070,Balogun-Ibrahim,Moniepoint,Lagos,South West,Lagos Zone 17,Supermarket,Bronze,Tier 2,mPOS,2023-09-19,1.3,14.0,33,6.567538,3.337696
AG001071,Balogun Ltd,Moniepoint,Lagos,South West,Lagos Zone 18,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2023-06-30,1.5,45.3,28,6.518974,3.375954
AG001072,"Olawale, Oshodi and Ekwueme",Moniepoint,Lagos,South West,Lagos Zone 19,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2021-05-12,3.6,14.6,33,6.596109,3.292229
AG001073,"Nnamani, Adeyemi and Oshodi",Moniepoint,Lagos,South West,Lagos Zone 16,Standalone POS Kiosk,Bronze,Tier 3,mPOS,2018-03-10,6.8,89.5,25,6.561406,3.434509
AG001074,"Obi, Nnamani and Obi",Moniepoint,Lagos,South West,Lagos Zone 12,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2021-09-18,3.3,88.5,20,6.576673,3.369129
AG001075,Chukwu-Obasanjo,Paga,Lagos,South West,Lagos East,Mobile Agent,Bronze,Tier 3,Android POS,2022-09-03,2.3,11.5,31,6.461922,3.36141
AG001076,"Chukwu, Okafor and Ibrahim",OPay,Lagos,South West,Lagos Zone 19,Provision Store,Bronze,Tier 2,mPOS,2021-06-14,3.6,92.7,30,6.490159,3.374487
AG001077,Adeyemi Inc,OPay,Lagos,South West,Lagos Central,Supermarket,Silver,Tier 2,Android POS,2024-09-10,0.3,73.1,33,6.525981,3.431386
AG001078,Adeyemi Group,PalmPay,Lagos,South West,Lagos Zone 16,Standalone POS Kiosk,Silver,Tier 3,Traditional POS,2020-12-23,4.0,23.6,56,6.449795,3.44396
AG001079,Adetokunbo-Eze,Moniepoint,Lagos,South West,Lagos Zone 19,Provision Store,Gold,Tier 3,Android POS,2024-06-23,0.5,77.8,98,6.522148,3.35427
AG001080,Adeyemi PLC,Paga,Lagos,South West,Lagos Rural,Pharmacy,Bronze,Tier 3,Traditional POS,2018-07-30,6.4,50.9,23,6.511012,3.445335
AG001081,"Ojo, Okafor and Ogunleye",PalmPay,Lagos,South West,Lagos Zone 19,Supermarket,Bronze,Tier 3,Traditional POS,2023-05-22,1.6,88.8,39,6.573936,3.286982
AG001082,Ojo Ltd,Moniepoint,Lagos,South West,Lagos Metro,Restaurant,Platinum,Tier 2,Android POS,2023-11-18,1.1,42.4,150,6.573363,3.366717
AG001083,Balogun-Olawale,OPay,Lagos,South West,Lagos Zone 20,Supermarket,Bronze,Tier 1,Traditional POS,2022-04-07,2.7,9.7,39,6.583926,3.422656
AG001084,"Nnamani, Chukwu and Ibrahim",FirstMonie,Lagos,South West,Lagos West,Supermarket,Silver,Tier 2,Android POS,2020-09-19,4.3,27.0,40,6.464953,3.401288
AG001085,"Adeyemi, Obi and Okafor",Paga,Lagos,South West,Lagos North,Market Stall,Bronze,Tier 3,Traditional POS,2024-06-03,0.6,93.2,18,6.494551,3.347034
AG001086,"Adeyemi, Adetokunbo and Olawale",OPay,Lagos,South West,Lagos East,Fuel Station,Gold,Tier 2,Android POS,2020-02-21,4.9,21.7,109,6.540832,3.350509
AG001087,Uche-Uche,OPay,Lagos,South West,Lagos Central,Restaurant,Bronze,Tier 3,Android POS,2022-12-12,2.1,76.0,36,6.518113,3.343383
AG001088,Olawale-Akinwale,Moniepoint,Lagos,South West,Lagos Zone 11,Supermarket,Silver,Tier 3,Android POS,2022-09-12,2.3,88.1,67,6.502879,3.479624
AG001089,Okonkwo-Nnamani,Paga,Lagos,South West,Lagos West,Standalone POS Kiosk,Silver,Tier 2,Android POS,2022-08-19,2.4,73.7,51,6.484228,3.336693
AG001090,Uche PLC,Moniepoint,Lagos,South West,Lagos Urban,Supermarket,Gold,Tier 3,Traditional POS,2022-08-08,2.4,20.8,98,6.632217,3.360165
AG001091,Oyekan-Okafor,Paga,Lagos,South West,Lagos Zone 17,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2024-11-09,0.1,17.4,25,6.387135,3.425838
AG001092,Nnamani-Obasanjo,PalmPay,Lagos,South West,Lagos Zone 16,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2018-09-13,6.3,18.9,38,6.597722,3.308739
AG001093,Abiola-Akinwale,OPay,Lagos,South West,Lagos West,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2023-10-26,1.2,54.8,59,6.55345,3.310876
AG001094,Eze Inc,OPay,Lagos,South West,Lagos Urban,Standalone POS Kiosk,Gold,Tier 3,Traditional POS,2024-04-16,0.7,66.3,74,6.529556,3.356628
AG001095,Okonkwo-Okafor,Moniepoint,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Silver,Tier 2,mPOS,2023-05-14,1.6,11.5,33,6.587836,3.429164
AG001096,"Nnamani, Okonkwo and Ogunleye",Moniepoint,Lagos,South West,Lagos Zone 17,Provision Store,Silver,Tier 2,Traditional POS,2022-03-24,2.8,26.0,65,6.530796,3.410986
AG001097,Adetokunbo Ltd,Moniepoint,Lagos,South West,Lagos Zone 11,Provision Store,Bronze,Tier 3,Android POS,2019-12-11,5.1,33.4,34,6.465808,3.360135
AG001098,"Uche, Chukwu and Abiola",Moniepoint,Lagos,South West,Lagos Zone 15,Standalone POS Kiosk,Gold,Tier 1,mPOS,2023-12-24,1.0,57.3,99,6.463049,3.345205
AG001099,"Okafor, Ojo and Oshodi",PalmPay,Lagos,South West,Lagos Zone 11,Provision Store,Silver,Tier 3,mPOS,2024-02-16,0.9,49.2,46,6.626407,3.346184
AG001100,Eze Ltd,OPay,Lagos,South West,Lagos Zone 12,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2020-12-18,4.0,48.7,29,6.520588,3.454044
AG001101,Olawale-Adeyemi,Moniepoint,Lagos,South West,Lagos Zone 20,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2023-06-07,1.6,15.0,29,6.527585,3.372313
AG001102,Ibrahim Group,Paga,Lagos,South West,Lagos Urban,Electronics Shop,Platinum,Tier 3,Android POS,2020-10-06,4.2,94.3,133,6.580571,3.41305
AG001103,"Nnamani, Ekwueme and Olawale",FirstMonie,Lagos,South West,Lagos Market,Supermarket,Gold,Tier 3,Traditional POS,2024-04-04,0.7,53.0,104,6.432304,3.451785
AG001104,"Chukwu, Ibrahim and Eze",Paga,Lagos,South West,Lagos Industrial,Electronics Shop,Bronze,Tier 2,Android POS,2020-07-10,4.5,37.7,25,6.478154,3.392639
AG001105,"Adetokunbo, Olawale and Obasanjo",Paga,Lagos,South West,Lagos Industrial,Standalone POS Kiosk,Gold,Tier 3,Traditional POS,2021-03-29,3.8,71.7,79,6.444341,3.461737
AG001106,"Adeyemi, Ojo and Eze",Moniepoint,Lagos,South West,Lagos Urban,Provision Store,Bronze,Tier 3,Android POS,2023-06-26,1.5,42.6,33,6.573786,3.34042
AG001107,Uche LLC,OPay,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Gold,Tier 1,Android POS,2023-05-20,1.6,94.0,66,6.44822,3.295489
AG001108,Adetokunbo-Ogunleye,PalmPay,Lagos,South West,Lagos Zone 12,Provision Store,Gold,Tier 2,Android POS,2024-04-14,0.7,39.5,91,6.530595,3.409948
AG001109,Ekwueme-Balogun,PalmPay,Lagos,South West,Lagos Market,Supermarket,Bronze,Tier 3,Android POS,2021-03-24,3.8,20.5,31,6.524727,3.417933
AG001110,Olawale and Sons,Moniepoint,Lagos,South West,Lagos East,Provision Store,Silver,Tier 2,Traditional POS,2024-06-06,0.6,24.4,69,6.460164,3.362649
AG001111,Obasanjo Inc,FirstMonie,Lagos,South West,Lagos Zone 18,Mobile Agent,Bronze,Tier 2,mPOS,2022-04-05,2.7,23.1,29,6.47111,3.411156
AG001112,Chukwu and Sons,Moniepoint,Lagos,South West,Lagos Zone 13,Market Stall,Bronze,Tier 1,Traditional POS,2021-11-14,3.1,93.7,31,6.486869,3.364223
AG001113,Ekwueme-Ogunleye,Moniepoint,Lagos,South West,Lagos West,Provision Store,Bronze,Tier 3,Android POS,2021-04-04,3.7,35.7,20,6.582229,3.358187
AG001114,Chukwu-Akinwale,OPay,Lagos,South West,Lagos North,Standalone POS Kiosk,Gold,Tier 3,Android POS,2021-03-24,3.8,22.5,125,6.570552,3.399505
AG001115,Abiola-Ekwueme,OPay,Lagos,South West,Lagos South,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-11-19,3.1,18.1,31,6.556948,3.455347
AG001116,Ekwueme-Balogun,OPay,Lagos,South West,Lagos Zone 15,Pharmacy,Bronze,Tier 1,Traditional POS,2020-11-16,4.1,18.7,26,6.501516,3.431536
AG001117,Olawale and Sons,Moniepoint,Lagos,South West,Lagos Zone 16,Restaurant,Bronze,Tier 1,Android POS,2020-05-26,4.6,87.1,19,6.481528,3.390743
AG001118,"Uche, Oyekan and Adeyemi",FirstMonie,Lagos,South West,Lagos Urban,Standalone POS Kiosk,Gold,Tier 2,Android POS,2024-01-16,1.0,49.1,122,6.453162,3.368577
AG001119,Ogunleye and Sons,Moniepoint,Lagos,South West,Lagos Market,Provision Store,Gold,Tier 3,Android POS,2024-04-21,0.7,64.7,100,6.532693,3.385789
AG001120,Okafor LLC,Moniepoint,Lagos,South West,Lagos Market,Supermarket,Bronze,Tier 1,Android POS,2019-07-17,5.5,25.7,28,6.534049,3.463023
AG001121,Ibrahim-Adeyemi,FirstMonie,Lagos,South West,Lagos East,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2024-11-26,0.1,24.3,32,6.541166,3.45055
AG001122,"Uche, Balogun and Obi",Paga,Lagos,South West,Lagos Zone 19,Mobile Agent,Bronze,Tier 2,Android POS,2020-09-07,4.3,46.9,30,6.571091,3.404362
AG001123,Adetokunbo Group,FirstMonie,Lagos,South West,Lagos Rural,Supermarket,Silver,Tier 2,Traditional POS,2018-07-27,6.4,27.7,56,6.573225,3.37808
AG001124,"Akinwale, Okafor and Chukwu",PalmPay,Lagos,South West,Lagos Zone 17,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2020-07-13,4.5,60.3,31,6.517736,3.389474
AG001125,Chukwu-Eze,PalmPay,Lagos,South West,Lagos Rural,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2018-08-04,6.4,83.9,21,6.579822,3.350548
AG001126,Okonkwo Inc,OPay,Lagos,South West,Lagos East,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2022-08-20,2.4,31.0,33,6.550526,3.346543
AG001127,Eze and Sons,Moniepoint,Lagos,South West,Lagos Zone 11,Electronics Shop,Platinum,Tier 2,Android POS,2023-04-19,1.7,54.6,158,6.506707,3.4574
AG001128,Nnamani-Olawale,OPay,Lagos,South West,Lagos East,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2019-07-18,5.5,36.5,63,6.49704,3.316632
AG001129,"Obasanjo, Balogun and Olawale",OPay,Lagos,South West,Lagos Central,Standalone POS Kiosk,Bronze,Tier 3,mPOS,2024-03-04,0.8,40.4,23,6.558683,3.408786
AG001130,Olawale and Sons,Moniepoint,Lagos,South West,Lagos Metro,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2022-07-25,2.4,94.3,31,6.552187,3.481905
AG001131,"Ekwueme, Eze and Olawale",PalmPay,Lagos,South West,Lagos Zone 16,Restaurant,Gold,Tier 3,Android POS,2023-05-10,1.6,38.8,102,6.47074,3.359025
AG001132,Chukwu-Adeyemi,OPay,Lagos,South West,Lagos Urban,Standalone POS Kiosk,Platinum,Tier 2,Traditional POS,2021-03-22,3.8,43.9,190,6.54034,3.378154
AG001133,Adeyemi-Obi,Moniepoint,Lagos,South West,Lagos Zone 11,Supermarket,Bronze,Tier 1,mPOS,2021-03-15,3.8,6.5,21,6.610036,3.37027
AG001134,"Ojo, Adetokunbo and Oshodi",Moniepoint,Lagos,South West,Lagos North,Supermarket,Bronze,Tier 1,Android POS,2019-01-02,6.0,63.8,28,6.517386,3.362424
AG001135,Adetokunbo Ltd,PalmPay,Lagos,South West,Lagos Zone 19,Supermarket,Bronze,Tier 2,Traditional POS,2020-08-09,4.4,12.1,25,6.513579,3.41057
AG001136,Obi-Nnamani,Moniepoint,Lagos,South West,Lagos Zone 18,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2018-06-02,6.6,66.2,27,6.571133,3.397696
AG001137,Obi LLC,FirstMonie,Lagos,South West,Lagos Metro,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2022-09-08,2.3,66.5,61,6.64053,3.422306
AG001138,Ekwueme-Eze,OPay,Lagos,South West,Lagos Metro,Electronics Shop,Silver,Tier 2,Traditional POS,2018-05-29,6.6,86.2,58,6.5902,3.352261
AG001139,Oyekan PLC,OPay,Lagos,South West,Lagos Zone 13,Standalone POS Kiosk,Silver,Tier 2,Android POS,2023-07-23,1.4,8.1,37,6.576748,3.267089
AG001140,"Okafor, Uche and Oshodi",OPay,Lagos,South West,Lagos Metro,Electronics Shop,Bronze,Tier 3,Traditional POS,2021-03-31,3.8,79.0,32,6.489123,3.336898
AG001141,Akinwale-Oshodi,FirstMonie,Lagos,South West,Lagos North,Fuel Station,Bronze,Tier 3,Traditional POS,2018-02-07,6.9,39.9,29,6.567314,3.341275
AG001142,Olawale LLC,OPay,Lagos,South West,Lagos Industrial,Pharmacy,Bronze,Tier 2,Traditional POS,2024-05-15,0.6,55.2,27,6.514751,3.290094
AG001143,Eze-Ojo,PalmPay,Lagos,South West,Lagos Zone 20,Provision Store,Silver,Tier 3,Android POS,2019-03-16,5.8,83.0,63,6.53577,3.363276
AG001144,Ibrahim and Sons,OPay,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2021-03-11,3.8,63.4,31,6.543994,3.32747
AG001145,"Akinwale, Okonkwo and Adetokunbo",Moniepoint,Lagos,South West,Lagos Zone 15,Restaurant,Silver,Tier 3,Android POS,2024-02-04,0.9,37.3,44,6.485184,3.38657
AG001146,"Nnamani, Oshodi and Akinwale",FirstMonie,Lagos,South West,Lagos Zone 17,Provision Store,Silver,Tier 1,Android POS,2023-07-17,1.5,53.4,63,6.478771,3.414269
AG001147,Nnamani-Obasanjo,PalmPay,Lagos,South West,Lagos West,Electronics Shop,Silver,Tier 2,Traditional POS,2023-08-28,1.3,73.8,71,6.479354,3.320565
AG001148,"Ogunleye, Adetokunbo and Balogun",PalmPay,Lagos,South West,Lagos Zone 15,Pharmacy,Bronze,Tier 3,Android POS,2021-01-22,3.9,21.2,26,6.505827,3.290401
AG001149,Okonkwo LLC,FirstMonie,Lagos,South West,Lagos Urban,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2019-04-07,5.7,29.0,36,6.533973,3.461314
AG001150,"Okafor, Okonkwo and Balogun",FirstMonie,Lagos,South West,Lagos Zone 11,Provision Store,Silver,Tier 2,mPOS,2019-10-28,5.2,73.3,65,6.490475,3.363925
AG001151,Oshodi PLC,PalmPay,Lagos,South West,Lagos Zone 15,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2020-11-19,4.1,31.5,35,6.485848,3.418286
AG001152,Obasanjo-Okafor,FirstMonie,Lagos,South West,Lagos Metro,Fuel Station,Bronze,Tier 3,Android POS,2018-02-27,6.8,23.9,33,6.565549,3.381277
AG001153,Chukwu and Sons,PalmPay,Lagos,South West,Lagos Zone 11,Standalone POS Kiosk,Silver,Tier 2,Android POS,2021-04-23,3.7,51.3,70,6.554605,3.408783
AG001154,"Okafor, Balogun and Akinwale",PalmPay,Lagos,South West,Lagos Zone 19,Standalone POS Kiosk,Silver,Tier 3,mPOS,2020-03-02,4.8,17.3,63,6.439169,3.375043
AG001155,"Adeyemi, Okafor and Obasanjo",OPay,Lagos,South West,Lagos Metro,Fuel Station,Gold,Tier 1,mPOS,2024-11-07,0.2,46.1,102,6.497335,3.332948
AG001156,Nnamani-Obi,PalmPay,Lagos,South West,Lagos Zone 13,Pharmacy,Bronze,Tier 2,Android POS,2022-10-18,2.2,15.1,25,6.530576,3.368363
AG001157,Okafor PLC,Moniepoint,Lagos,South West,Lagos Zone 17,Standalone POS Kiosk,Silver,Tier 2,Android POS,2021-09-05,3.3,78.0,59,6.534884,3.392293
AG001158,Nnamani-Obasanjo,FirstMonie,Lagos,South West,Lagos South,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2022-06-30,2.5,20.5,35,6.513271,3.295102
AG001159,Nnamani PLC,FirstMonie,Lagos,South West,Lagos East,Supermarket,Bronze,Tier 3,Traditional POS,2020-01-27,4.9,48.9,33,6.613484,3.361929
